DepartureAirportName,ArrivalAirportName,Duration,CompanyName,EconomyClassPrice,BusinessClassPrice,FirstClassPrice,WeekDaysOfFlight,DepartureHours,,
Alexander the Great International Airport,Almería International Airport,351,TAP Air Portugal,811,2715,2607,Wednesday Friday,18:34 23:40 00:45,,
Arad International Airport,Almería International Airport,311,Windrose,85,1592,2636,Monday Wednesday Thursday Friday,02:05 23:36 12:01,,
Arad International Airport,Almería International Airport,507,TAROM,874,1098,1982,Monday Tuesday Thursday Saturday,18:19 12:15,,
Arad International Airport,Almería International Airport,159,Azimuth,647,2779,4437,Wednesday Thursday Friday Saturday Sunday,13:35 04:56 02:15,,
Arad International Airport,Almería International Airport,310,Norwegian Air Shuttle ASA,567,2847,4022,Monday Tuesday Wednesday Thursday Friday Sunday,04:08 19:11 23:10,,
Arad International Airport,Almería International Airport,296,Pegasus Airlines,958,1803,2341,Tuesday Wednesday Friday,08:32 23:17,,
Arad International Airport,Almería International Airport,171,S7 Airlines,367,2204,2113,Monday Tuesday Wednesday Thursday,14:48 18:48 16:33,,
Băneasa International Airport,Almería International Airport,250,Volotea,905,2179,4158,Wednesday Friday Saturday,09:14 03:48,,
Băneasa International Airport,Almería International Airport,407,UTair Aviation,85,1457,2272,Wednesday Friday,15:18,,
Băneasa International Airport,Almería International Airport,243,Air Serbia,486,1524,3659,Monday Tuesday Wednesday Sunday,12:46 16:58,,
Băneasa International Airport,Almería International Airport,310,Red Wings Airlines,546,2688,3969,Wednesday Thursday Saturday Sunday,17:02 07:16 08:51,,
Băneasa International Airport,Almería International Airport,435,Royal Flight,421,2209,3449,Wednesday Thursday,06:24 03:44,,
Băneasa International Airport,Almería International Airport,311,Smartavia,927,1144,1523,Tuesday Thursday Saturday,02:10 10:56 14:50,,
Belfast International Airport,Almería International Airport,147,Air Astana,141,1391,3576,Tuesday Wednesday Thursday Saturday Sunday,23:03 12:41,,
Belfast International Airport,Almería International Airport,285,SmartWings Group,668,2937,3190,Monday Tuesday Wednesday Thursday Saturday,06:48 11:19 07:29,,
Belfast International Airport,Almería International Airport,106,LOT Polish Airlines,939,1147,1525,Thursday,18:09 19:50 23:15,,
Belfast International Airport,Almería International Airport,129,Ryanair,120,1311,1464,Tuesday Wednesday Thursday Saturday Sunday,15:11 06:35 07:34,,
Belfast International Airport,Almería International Airport,236,Smartavia,839,1888,1914,Wednesday,07:58 09:12,,
Belfast International Airport,Almería International Airport,91,Turkish Airlines,253,2408,4060,Monday Thursday Sunday,15:43 19:10,,
Birmingham International Airport,Almería International Airport,357,Windrose,313,1096,2531,Monday Wednesday Thursday Friday Saturday Sunday,11:45 14:35 04:23,,
Birmingham International Airport,Almería International Airport,468,Azur Air,65,759,4116,Tuesday Friday Sunday,05:46 07:44,,
Birmingham International Airport,Almería International Airport,257,Azerbaijan Airlines,891,988,2427,Monday Wednesday Thursday Friday,02:52 08:32 04:52,,
Birmingham International Airport,Almería International Airport,444,Enter Air,993,910,1890,Monday,00:51 07:59,,
Birmingham International Airport,Almería International Airport,151,Turkish Airlines,765,1041,3348,Tuesday Wednesday Friday,06:33 00:12 14:48,,
Birmingham International Airport,Almería International Airport,460,Volotea,774,933,1822,Monday Tuesday Wednesday Sunday,22:17 04:16 18:04,,
Blackpool International Airport,Almería International Airport,156,Wizz Air,404,1012,3988,Tuesday Thursday Friday Saturday,14:09 04:53,,
Blackpool International Airport,Almería International Airport,206,S7 Airlines,906,1176,3860,Monday Wednesday Friday,04:13 02:04,,
Blackpool International Airport,Almería International Airport,420,Air Europa,407,1471,2721,Monday Tuesday Wednesday Saturday Sunday,23:12 19:08,,
Blackpool International Airport,Almería International Airport,345,Azur Air,568,2400,1726,Monday Tuesday Thursday Saturday,23:54 22:26,,
Blackpool International Airport,Almería International Airport,370,Blue Air,208,2540,4315,Monday Saturday Sunday,14:01 11:48 21:01,,
Blackpool International Airport,Almería International Airport,448,Yamal Airlines,959,1339,2635,Tuesday Wednesday Thursday Saturday Sunday,08:51 10:03 04:09,,
Chania International Airport,Almería International Airport,231,Azerbaijan Airlines,799,998,3510,Monday Tuesday Friday Sunday,15:25 20:21,,
Chania International Airport,Almería International Airport,371,Red Wings Airlines,354,2006,1565,Monday Thursday Friday Saturday Sunday,08:24 14:03 13:53,,
Chania International Airport,Almería International Airport,359,Ukraine International Airlines,104,959,2974,Monday Tuesday Wednesday Thursday Saturday Sunday,21:07 03:41 18:52,,
Chernivtsi International Airport,Almería International Airport,82,Smartavia,849,1325,3540,Tuesday Thursday Friday Sunday,12:38 07:13 14:35,,
Chernivtsi International Airport,Almería International Airport,489,Air Serbia,249,1024,1609,Tuesday Friday Saturday Sunday,09:07 22:48,,
Chernivtsi International Airport,Almería International Airport,332,Bulgaria Air,823,2137,1978,Monday Wednesday,03:25,,
Chernivtsi International Airport,Almería International Airport,145,Croatia Airlines,818,1612,2087,Wednesday Thursday Saturday Sunday,17:01 04:49,,
Chernivtsi International Airport,Almería International Airport,321,TUI Airways,730,1942,1576,Monday Wednesday Thursday Sunday,11:31 07:48 21:34,,
Chernivtsi International Airport,Almería International Airport,444,Wizz Air,460,942,1453,Monday Wednesday,13:38 16:27 03:30,,
Cuneo International Airport,Almería International Airport,347,TUI Airways,600,1149,3236,Monday Wednesday Saturday Sunday,21:21 04:40 17:27,,
Cuneo International Airport,Almería International Airport,433,Sky Express,833,1009,2336,Wednesday Friday Saturday Sunday,09:55 12:21,,
Cuneo International Airport,Almería International Airport,208,Air Europa,244,2783,3708,Monday Tuesday Saturday Sunday,05:19 11:55 09:39,,
Cuneo International Airport,Almería International Airport,97,Blue Air,669,1436,1646,Tuesday Thursday Friday Saturday Sunday,14:09 11:21,,
Cuneo International Airport,Almería International Airport,349,Croatia Airlines,224,1157,3816,Tuesday Friday Sunday,14:56 03:41,,
Cuneo International Airport,Almería International Airport,321,SmartWings Group,704,2841,2367,Monday Tuesday Wednesday Friday,05:55 07:56 20:00,,
Győr-Pér International Airport,Almería International Airport,270,Bulgaria Air,662,2880,4298,Monday Tuesday Thursday,19:50 13:11 04:41,,
Győr-Pér International Airport,Almería International Airport,389,Azimuth,274,1385,2638,Monday Wednesday Saturday Sunday,20:08 07:19,,
Győr-Pér International Airport,Almería International Airport,372,Air Europa,63,879,4280,Tuesday Wednesday Saturday Sunday,11:07 17:43 02:05,,
Győr-Pér International Airport,Almería International Airport,111,TAROM,167,2766,2932,Monday Wednesday Friday Saturday,00:14 19:36 03:33,,
Győr-Pér International Airport,Almería International Airport,209,UTair Aviation,314,1607,3799,Wednesday Thursday Friday Sunday,01:18 15:57 20:12,,
Győr-Pér International Airport,Almería International Airport,411,Volotea,842,729,4105,Monday Sunday,03:43 16:33 18:15,,
Il Caravaggio International Airport,Almería International Airport,360,Norwegian Air Shuttle ASA,322,1027,2315,Monday Tuesday Friday Sunday,05:38 13:18 20:55,,
Il Caravaggio International Airport,Almería International Airport,361,AirBaltic,343,2718,4251,Tuesday Thursday,12:44 15:58,,
Il Caravaggio International Airport,Almería International Airport,237,Azimuth,406,1405,4447,Monday Tuesday,06:28 00:12,,
Il Caravaggio International Airport,Almería International Airport,69,International Airlines Group,860,1792,4295,Tuesday,08:28 17:44 03:52,,
Il Caravaggio International Airport,Almería International Airport,144,LOT Polish Airlines,226,1540,1853,Monday Tuesday Wednesday Friday Sunday,20:49 04:35,,
Il Caravaggio International Airport,Almería International Airport,441,SkyUp,209,1006,2021,Tuesday Wednesday Friday Saturday Sunday,19:33 21:18 04:44,,
Ivano-Frankivsk International Airport,Almería International Airport,176,Wizz Air,166,1265,4058,Monday Thursday Friday Sunday,07:43 19:04,,
Ivano-Frankivsk International Airport,Almería International Airport,248,AirBaltic,136,1230,2269,Monday Wednesday Friday,00:57,,
Ivano-Frankivsk International Airport,Almería International Airport,392,Aeroflot Group,467,746,2456,Monday Tuesday Friday,07:49 18:26 17:08,,
Ivano-Frankivsk International Airport,Almería International Airport,365,Air Astana,570,1708,1464,Thursday Friday Saturday Sunday,05:20 12:37 00:36,,
Ivano-Frankivsk International Airport,Almería International Airport,278,Croatia Airlines,979,2192,2548,Monday Thursday Saturday Sunday,15:59 05:38 22:28,,
Ivano-Frankivsk International Airport,Almería International Airport,349,Ryanair,114,1051,3384,Monday Friday Sunday,13:26 03:48 22:39,,
Katowice International Airport,Almería International Airport,98,AirBaltic,232,1231,1629,Monday Tuesday Saturday Sunday,06:27 05:19,,
Katowice International Airport,Almería International Airport,328,Bulgaria Air,94,1332,3526,Thursday Saturday Sunday,14:31 09:10 11:45,,
Katowice International Airport,Almería International Airport,71,Aeroflot Group,173,2578,3185,Monday Wednesday Friday Saturday,13:17 22:24 20:33,,
Katowice International Airport,Almería International Airport,212,Air Malta,110,1137,1624,Tuesday Wednesday Saturday,08:43 08:01 10:49,,
Katowice International Airport,Almería International Airport,430,Pegasus Airlines,170,1561,1476,Monday Wednesday Saturday Sunday,21:05 13:09 11:14,,
Katowice International Airport,Almería International Airport,195,TAROM,695,2073,2158,Tuesday Thursday Friday Sunday,00:00,,
Liepāja International Airport,Almería International Airport,68,Air Europa,702,1500,4031,Thursday Friday Saturday Sunday,12:55,,
Liepāja International Airport,Almería International Airport,289,TAP Air Portugal,224,1214,1896,Monday Wednesday Sunday,19:50,,
Liepāja International Airport,Almería International Airport,325,Azimuth,796,2774,2116,Monday Saturday Sunday,10:43 22:13,,
Liepāja International Airport,Almería International Airport,397,EasyJet,970,2958,4263,Monday Saturday,14:57 14:02 11:11,,
Liepāja International Airport,Almería International Airport,431,TUI Airways,319,851,1811,Tuesday Friday Saturday,19:23 14:59 20:41,,
Liepāja International Airport,Almería International Airport,395,Virgin Atlantic,415,2122,3237,Monday Sunday,23:54 21:11 05:40,,
Lviv International Airport,Almería International Airport,226,Lufthansa Group,307,2047,2852,Thursday Friday,11:39 08:07,,
Lviv International Airport,Almería International Airport,482,Smartavia,118,1293,3700,Tuesday Thursday Sunday,13:26 23:12 09:06,,
Lviv International Airport,Almería International Airport,195,Air Astana,743,2973,1544,Monday Tuesday Sunday,23:35 07:46 01:26,,
Lviv International Airport,Almería International Airport,267,Icelandair Group,190,1288,1576,Monday Wednesday Saturday Sunday,06:43 21:31 02:40,,
Lviv International Airport,Almería International Airport,444,SAS Group,693,1584,1791,Friday,19:04 14:48 16:53,,
Lviv International Airport,Almería International Airport,148,TUI Airways,486,1487,3921,Monday Wednesday Friday,10:20 11:43 18:41,,
Malpensa International Airport,Almería International Airport,284,Luxair,312,1399,2144,Monday Tuesday Wednesday Saturday,16:43 08:44 22:32,,
Malpensa International Airport,Almería International Airport,505,Air Astana,836,1509,1309,Wednesday Thursday Friday,02:53 02:58,,
Malpensa International Airport,Almería International Airport,375,Smartavia,373,1185,1921,Monday Wednesday Thursday Sunday,15:32 18:05 08:41,,
Malta International Airport,Almería International Airport,62,UTair Aviation,986,2314,3693,Friday Saturday Sunday,12:18 08:29,,
Malta International Airport,Almería International Airport,201,Turkish Airlines,115,1136,2102,Wednesday,07:52 09:35 05:07,,
Malta International Airport,Almería International Airport,413,Icelandair Group,726,1069,1668,Monday Thursday Friday Saturday Sunday,07:12 20:44 23:13,,
Malta International Airport,Almería International Airport,207,Nordwind Airlines,281,2115,2443,Monday Tuesday Wednesday Thursday Saturday Sunday,13:13 20:44 17:34,,
Malta International Airport,Almería International Airport,399,TUI Airways,779,728,1846,Monday Tuesday Wednesday Thursday,21:29 04:32,,
Malta International Airport,Almería International Airport,173,Ural Airlines,825,2540,2987,Saturday Sunday,06:40 02:26 06:47,,
Mihail Kogălniceanu International Airport,Almería International Airport,300,I-Fly,801,984,4035,Monday Tuesday Wednesday Thursday Friday Saturday,11:47 14:34,,
Mihail Kogălniceanu International Airport,Almería International Airport,387,Jet2.com,919,1939,2462,Monday Tuesday Thursday Friday,17:25 23:00 23:37,,
Mihail Kogălniceanu International Airport,Almería International Airport,507,SkyUp,165,709,1731,Tuesday Wednesday Thursday Saturday Sunday,08:05 23:37,,
Naples International Airport,Almería International Airport,419,Wizz Air,532,1468,3910,Wednesday Thursday Friday Saturday Sunday,06:06 23:41 13:09,,
Naples International Airport,Almería International Airport,303,Air France-KLM,192,1812,2035,Tuesday Saturday Sunday,20:57 11:28 13:50,,
Naples International Airport,Almería International Airport,469,TUI Airways,550,1839,4004,Tuesday Wednesday Sunday,12:25 11:05 06:51,,
Nizhny Novgorod Strigino International Airport,Almería International Airport,101,International Airlines Group,216,2207,3881,Thursday Friday Saturday Sunday,12:49 13:27 19:58,,
Nizhny Novgorod Strigino International Airport,Almería International Airport,425,Croatia Airlines,558,1057,2754,Tuesday Wednesday Saturday,16:05,,
Nizhny Novgorod Strigino International Airport,Almería International Airport,280,Pegasus Airlines,450,2420,4042,Monday Wednesday Friday,06:03 09:11 19:58,,
Nizhny Novgorod Strigino International Airport,Almería International Airport,260,SAS Group,367,2492,1727,Monday Tuesday Friday Sunday,08:40 14:48 06:24,,
Nizhny Novgorod Strigino International Airport,Almería International Airport,410,TAP Air Portugal,932,2225,4261,Monday Tuesday Friday Sunday,20:59 18:21 10:10,,
Nizhny Novgorod Strigino International Airport,Almería International Airport,278,Wizz Air,412,2502,3168,Wednesday Friday Saturday,16:03 20:03 08:21,,
