City,Name,PropertyType,PlaceType,PricePerDay,Pet,Bathroom,Bedroom,Bed,AirConditioning,Dryer,Heating,Iron,Kitchen,Tv,Washer,WiFi
Barcelona,Great Access! Close to station,House,PrivateRoom,34,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Belgorod,Easy access to City : Nice Condition room,House,PrivateRoom,34,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,"Spacious room, great college area, 1 blck to train",Hotel,PrivateRoom,34,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Dnipropetrovsk,Bedroom in Park Slope Apartment,Hotel,PrivateRoom,34,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Geneva,Cozy Room in Upper West Side Near Central Park,Hotel,PrivateRoom,34,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,"Bright, cozy 1 bedroom near Central Park.",Apartment,EntirePlace,34,TRUE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Krasnodar,Small Bedroom but Large Common Area,Hotel,PrivateRoom,34,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Kryvyi Rih,Single Bedroom,House,PrivateRoom,34,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mărculeşti,1st  floor-Room 6,Hotel,PrivateRoom,34,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Mostar,$1990Large sunCity room inVictorian Mansion 1/1-2/28,House,PrivateRoom,34,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Nizhny Novgorod,NICE COZY ROOM AT STEPS TO SUBWAY,Hotel,PrivateRoom,34,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Paris,Good location™ª 2min from station! 5Lines u can use,House,PrivateRoom,34,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Paris,Artist loft in the heart of Williamsburg,House,PrivateRoom,34,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Plovdiv,Warm Secluded Room in Flatbush (Rm# 1),House,PrivateRoom,34,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Riga,Contemporary themed Male twin room|City,Apartment,SharedRoom,34,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Rome,Comfortable Space in Heart of Astoria,Apartment,SharedRoom,34,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Rome,Popular Room !! Share Apartment jackson heights,House,PrivateRoom,34,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Simferopol,PrivateRoom,House,PrivateRoom,34,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Tuzla,"large, affordable, clean,convenient",Hotel,PrivateRoom,34,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Albenga (SV),Cute Small Convinient Room close to everywhere!,Hotel,PrivateRoom,35,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Alicante,Cama  en Dormitorio de 2 Camas (),Apartment,SharedRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Almería,"Cozy room&house in Woodside, comfortable are!!",House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Almería,Cute little room in S Williamsburg!,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Almería,Futon in Almería near subway,Apartment,SharedRoom,35,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Almería,"Spacious, Affordable 1BR Apartment in Almería",Apartment,EntirePlace,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Arad,Mott Haven Dorm D,Apartment,SharedRoom,35,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Arad,"Spacious, Private Bushwick Room",Hotel,PrivateRoom,35,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Banja Luka,"Cozy Private One Bedroom, City",Hotel,PrivateRoom,35,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Barcelona,Room for rent (),Hotel,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Belfast,"SunCity, big room available in 3 BDRM",Hotel,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Belgorod,PrivateRoom,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Belgorod,20-25 minutes to downtown City/30-40 to midtown,House,PrivateRoom,35,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Blackpool,Lovely Bedroom in Gorgeous Apartment,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Blackpool,Private Bedroom in Spacious Queens Home,Hotel,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Cahul,Peaceful BR in Historic Brownstone,House,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cahul,Cozy Room in Crown Heights,Hotel,PrivateRoom,35,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,Large Cozy Room in Prospect Heights,Hotel,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cherkasy,"Single bedroom, City",Hotel,PrivateRoom,35,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chişinău,Small Reasonable stay in City 3min Subway Grand Ave,House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chişinău,†SunCityside† Huge room + Renovated bath & Kitchen,House,PrivateRoom,35,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cluj-Napoca,Beautiful room / City,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cluj-Napoca,5Subway take you to City Good room,House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Debrecen,room with view and bath,House,PrivateRoom,35,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Dnipropetrovsk,Popular Room!! share Apartment jackson heights,House,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Geneva,"Cozy house  Woodside, comfortable are!!",House,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Glasgow,Renovated bath(2019)  & 30-40 min to City,House,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Győr,Mott Haven Dorm JJ,Apartment,SharedRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Ivano-Frankivsk,Lovely 1- bedroom rental unit in Bayonne,Hotel,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Karlovy Vary,Cute and Cozy PrivateRoom Close to the Subway,House,PrivateRoom,35,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Katowice,A Spacious Room in Bushwick Apt,Hotel,PrivateRoom,35,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Kazan,Comfy Sharing Room at Center of City,Apartment,SharedRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Kharkiv,HUGE Bushwick Room with TERRACE & Pool,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kharkiv,City Bushwhick PrivateRoom,Hotel,PrivateRoom,35,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Kryvyi Rih,Cosy Room in Ridgewood/Bushwick,Hotel,PrivateRoom,35,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Kryvyi Rih,Bright clean near metro,House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Liepāja,Auntie Indie,Hotel,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Lviv,HARLEM CLEAN & COMFY SPACE,Hotel,PrivateRoom,35,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Lviv,1-bedroom. Nice roommates. Close to all.,House,PrivateRoom,35,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Mărculeşti,Mott Haven Dorm F,Apartment,SharedRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Mărculeşti,Cozy twin size bedroom & large closet in City,Hotel,PrivateRoom,35,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mostar,Nice beautiful rooms in the ground floor room 2,House,PrivateRoom,35,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,Affordable share in Midtown West area,Apartment,SharedRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,Nice and Cozy bedroom in Bedstuy,Hotel,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Norwich,Mott Haven Dorm HH,Apartment,SharedRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Norwich,Nice room near Columbia University,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Oradea,¸a cozy bedroom with its own bathroom,House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ostend,Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,House,PrivateRoom,35,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Pescara,Spacious Queen Bedroom in a Cozy Apartment,Hotel,PrivateRoom,35,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pescara,Mott Haven Dorm FF,Apartment,SharedRoom,35,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pisa,Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,House,PrivateRoom,35,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Plovdiv,Cama para Mujer/Habitaci³n 2 Camas(),Apartment,SharedRoom,35,TRUE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Reykjavík,Cozy private  Bedroom near City Hospitals U1,House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Rivne,Attic bedroom,House,SharedRoom,35,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Rome,BK's Finest Jack&Jill Twins NearTransportation,Hotel,PrivateRoom,35,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Šiauliai,Sof¡cama/Living-Apartamento Femenino (),Apartment,SharedRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Šiauliai,Clean Cozy Room in City,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Simferopol,Bed in a Living Room/Queens(),Apartment,SharedRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Sochi,City TOP CHOICE RMS located close to pub transport,House,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Sochi,Mott Haven Dorm DD,Apartment,SharedRoom,35,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Sochi,Room in the heart of Williamsburg!,Hotel,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Souda,Spacious room in heart of Bushwick! BalcoCity too!,Hotel,PrivateRoom,35,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Thessaloniki,City home on the beach,Hotel,PrivateRoom,35,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Uzhhorod,New apartment in Bushwick 2020,House,PrivateRoom,35,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Uzhhorod,City nook,Hotel,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Ventspils,19min to City & Safe Neighborhood&PrivateRoom,House,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Vienna,Cosy room in City!2min to Sbwy,House,PrivateRoom,35,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Vienna,Affordable room in a friendly house,Hotel,PrivateRoom,35,TRUE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Voronezh,1 Bedroom/ 1 Bath in Bushwick,Hotel,PrivateRoom,35,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Almería,Housing for SGU/SABA/AUA/ROSS Students/ Residents,Hotel,PrivateRoom,36,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Belgorod,"Private, cozy, Bedroom",House,PrivateRoom,36,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Birmingham,Simple but comfortable,Hotel,PrivateRoom,36,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bucharest,Cozy Room& Area in Queens™ª,House,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Budapest,"Private Bedroom in City, block from J/M Train",Hotel,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,"Big SunCity Room in BedStuy, City",Hotel,PrivateRoom,36,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Chişinău,2020 New construction in Williamsburg,House,PrivateRoom,36,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Chişinău,"cozy, secure, new queen mattress, great location**",Hotel,PrivateRoom,36,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cluj-Napoca,PRIME Location:2min Subway 1min LIRR NEW(2018),House,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Constanţa,7/E/F/M/R Subway train take you aCitywhere you want,House,PrivateRoom,36,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cuneo,Couch for Comfort,Apartment,SharedRoom,36,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Glasgow,20-25 minutes to downtown City/30-40 to midtown,House,PrivateRoom,36,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Győr,Well Situated Private Bedroom in Bushwick,Hotel,PrivateRoom,36,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Ivano-Frankivsk,Cozy room in the heart of Bushwick,Hotel,PrivateRoom,36,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Ivano-Frankivsk,"Total FIVE line(7,E,F,M,R) stop this station.",House,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kaunas,City Airbnb Shared apartment.,Hotel,PrivateRoom,36,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kazan,Great Access! Close to station/5line u can use!,House,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Kharkiv,There is a Living and Bedroom in the room,House,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Kharkiv,SunCity PrivateRoom in Crown Heights,Hotel,PrivateRoom,36,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Kryvyi Rih,Home Away from Home,Hotel,PrivateRoom,36,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Luhansk,"Cozy, Clean and Quiet PrivateRoom - Wifi Access",Hotel,PrivateRoom,36,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Mariupol,Workspace Room 2 - 2,Hotel,PrivateRoom,36,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Moscow,Location Saint John's University (female ),Hotel,PrivateRoom,36,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Nápoli,Location Marie Netty,Hotel,PrivateRoom,36,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Paris,Cozy furnished PrivateRoom in City,Hotel,PrivateRoom,36,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Reykjavík,ROOM FOR RENT IN A BRAND NEW APARTMENT.,Hotel,PrivateRoom,36,TRUE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rostov-on-Don,Nice sunCity corner 1/2 from time square,House,PrivateRoom,36,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sármellék,Housing for SGU/SABA/AUA/ROSS Students/ Residents2,Hotel,PrivateRoom,36,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Šiauliai,Popular Room !!  in jackson heights,House,PrivateRoom,36,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Šiauliai,"Newly built Apt in 2015, 3min to Subway",House,PrivateRoom,36,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Simferopol,1 Private Bedroom in Sunset Park,Apartment,PrivateRoom,36,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Simferopol,Small Cozy Room Wifi & AC near JFK,House,PrivateRoom,36,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Ufa,1 Comfortable Room in Queens City,House,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Vilnius,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,36,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Vilnius,City Comfortable and Vibrant,Hotel,PrivateRoom,36,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Volgograd,65st (M/R) 2minutes walk from station,House,PrivateRoom,36,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Alicante,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,TRUE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Athens,Queens flushing. Very convenient area.,House,PrivateRoom,37,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Belgorod,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Bergamo,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Budapest,"Serene, Spacious Bedroom in 2BR Apt",Hotel,PrivateRoom,37,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Budapest,MEDSTUDENT/DR/NURSE NEAR SIUH & RUMC Walk to Train,Hotel,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cahul,beautiful ROOFTOP apartment,Hotel,PrivateRoom,37,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,Large sunCity bedroom in apt share close to City!,Hotel,PrivateRoom,37,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Glasgow,Beautiful room on Brownstone in Bushwick,Hotel,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Ivano-Frankivsk,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Katowice,Great Access! Close to station/5line u can use!!,House,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Katowice,Cozy room in 1bedroom apt,Hotel,PrivateRoom,37,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Kaunas,"Modern Room with Private Bathroom, 10Mins from JFK",Apartment,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Kavala,Private Bedroom in Bedstuy!,Hotel,PrivateRoom,37,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Kazan,Adorable room/ lofted bed with desk close to City!,Hotel,PrivateRoom,37,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Kerkyra Island,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Kharkiv,Big room near the park,Hotel,PrivateRoom,37,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kherson,"The apartment is located in Woodside, Queens.",House,PrivateRoom,37,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Kiev,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,FALSE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Luhansk,Private bedroom -3 mins to shopping center,Hotel,PrivateRoom,37,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Luhansk,HOLIDAY SHORT STAY IN City. LGBTQ+ FRIENDLY !,Hotel,PrivateRoom,37,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Mostar,New(2021) Renovated bath & 30-40 min to City,House,PrivateRoom,37,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Nápoli,PrivateRoom in 4 Bedroom Apartment in Upper West,Hotel,PrivateRoom,37,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Odessa,Lovely Bedroom,House,PrivateRoom,37,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Odessa,student friendly and cozy in City!,Hotel,PrivateRoom,37,FALSE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Odessa,"SunCity, PrivateRoom in Bushwick",Hotel,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Oradea, Small Cozy Bedroom in shared 2BR apt ,House,PrivateRoom,37,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ostend,Private bedroom in Apt Share Bushwick/JMZ Train!,Hotel,PrivateRoom,37,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Plovdiv,Beautiful Cozy and Relaxing Private Bedroom.,House,PrivateRoom,37,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Reykjavík,†SunCitysid† -Locals' favorite neighbor for living,House,PrivateRoom,37,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rimini,"You can choose the line from 5 lines(7,E,F,M,R)",House,PrivateRoom,37,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Samara,Location Divana (rail road room) ,Hotel,PrivateRoom,37,FALSE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Samara,"3min to Grand Ave subway, newly built in 2015",House,PrivateRoom,37,TRUE,1,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
